original_filename,new_filename,main_category,specific_food_name,image_description,width,height,orientation,quality_score,duplicate_status,source_url,downloaded_or_original,recommended_website_usage,planned_folder
086-chicken-broccoli-meal-13990470.jpg,glazed-chicken-vegetable-plate-01.jpg,Western-Food,glazed-chicken-vegetable-plate,glazed chicken vegetable plate,1880,1253,landscape,92,unique,https://www.pexels.com/photo/a-close-up-shot-of-a-delicious-meal-13990470/,original,food-card,Western-Food/glazed-chicken-vegetable-plate
087-chicken-broccoli-meal-8995196.jpg,chicken-brussels-sprouts-01.jpg,Western-Food,chicken-brussels-sprouts,chicken with brussels sprouts,1302,1300,landscape,92,unique,https://www.pexels.com/photo/top-view-of-delicious-food-with-broccoli-in-a-white-plate-8995196/,original,food-card,Western-Food/chicken-brussels-sprouts
088-chicken-broccoli-meal-21517324.jpg,roasted-chicken-vegetable-plate-01.jpg,Western-Food,roasted-chicken-vegetable-plate,roasted chicken with vegetables,1880,1156,landscape,92,unique,https://www.pexels.com/photo/fried-chicken-with-mushrooms-and-vegetables-21517324/,original,food-card,Western-Food/roasted-chicken-vegetable-plate
089-chicken-broccoli-meal-21517321.jpg,roasted-chicken-vegetable-plate-02.jpg,Western-Food,roasted-chicken-vegetable-plate,roasted chicken with vegetables,1880,1058,landscape,74,similar-duplicate,https://www.pexels.com/photo/chicken-and-vegetables-on-a-plate-21517321/,original,food-card,duplicates
090-chicken-broccoli-meal-8859010.jpg,salmon-broccoli-plate-01.jpg,Western-Food,salmon-broccoli-plate,salmon with broccoli and potatoes,1880,1253,landscape,92,unique,https://www.pexels.com/photo/meat-in-crispy-breadcrumbs-with-broccoli-8859010/,original,food-card,Western-Food/salmon-broccoli-plate
091-chicken-broccoli-meal-9893216.jpg,chicken-avocado-salad-01.jpg,Healthy-Light-Meals,chicken-avocado-salad,chicken avocado salad,1733,1300,landscape,92,unique,https://www.pexels.com/photo/healthy-vegetable-salad-in-a-ceramic-dish-9893216/,original,food-card,Healthy-Light-Meals/chicken-avocado-salad
092-chicken-broccoli-meal-9213884.jpg,vegetable-snack-platter-02.jpg,Healthy-Light-Meals,vegetable-snack-platter,vegetable snack platter with dip,1880,1253,landscape,74,similar-duplicate,https://www.pexels.com/photo/vegetable-salad-beside-clear-glass-of-water-9213884/,original,gallery,duplicates
093-chicken-broccoli-meal-19938618.jpg,grilled-chicken-sauce-plate-01.jpg,Western-Food,grilled-chicken-sauce-plate,grilled chicken with sauces,1880,1253,landscape,92,unique,https://www.pexels.com/photo/meal-of-plate-19938618/,original,menu-section,Western-Food/grilled-chicken-sauce-plate
094-chicken-broccoli-meal-8697537.jpg,grilled-fish-potato-plate-01.jpg,Western-Food,grilled-fish-potato-plate,grilled fish with potatoes and broccoli,1303,1300,landscape,92,unique,https://www.pexels.com/photo/cooked-food-on-white-ceramic-plate-8697537/,original,food-card,Western-Food/grilled-fish-potato-plate
095-chicken-broccoli-meal-5860603.jpg,chicken-broccoli-meal-prep-02.jpg,Healthy-Light-Meals,chicken-broccoli-meal-prep,chicken broccoli rice meal prep box,1880,1253,landscape,74,similar-duplicate,https://www.pexels.com/photo/healthy-meal-packed-in-a-box-5860603/,original,food-card,duplicates
096-chicken-broccoli-meal-8994589.jpg,fried-chicken-salad-plate-01.jpg,Western-Food,fried-chicken-salad-plate,fried chicken with salad,1733,1300,landscape,92,unique,https://www.pexels.com/photo/close-up-shot-of-delicious-food-8994589/,original,food-card,Western-Food/fried-chicken-salad-plate
097-chicken-broccoli-meal-16845753.jpg,grilled-chicken-vegetable-plate-02.jpg,Western-Food,grilled-chicken-vegetable-plate,grilled chicken with potatoes and vegetables,1880,1253,landscape,74,similar-duplicate,https://www.pexels.com/photo/dinner-with-chicken-in-sauce-16845753/,original,food-card,duplicates
098-chicken-broccoli-meal-37529064.jpg,grilled-steak-vegetable-plate-01.jpg,Western-Food,grilled-steak-vegetable-plate,grilled steak with mashed potatoes and vegetables,1880,1058,landscape,92,unique,https://www.pexels.com/photo/delicious-dinner-plate-with-gourmet-meal-37529064/,original,food-card,Western-Food/grilled-steak-vegetable-plate
099-chicken-broccoli-meal-9760214.jpg,creamy-chicken-broccoli-bowl-04.jpg,Western-Food,creamy-chicken-broccoli-bowl,creamy chicken broccoli bowl,1880,1253,landscape,74,similar-duplicate,https://www.pexels.com/photo/close-up-photo-of-chicken-pasta-with-broccoli-in-a-white-bowl-9760214/,original,food-card,duplicates
100-chicken-broccoli-meal-11299745.jpg,chicken-rice-dinner-plate-01.jpg,Western-Food,chicken-rice-dinner-plate,chicken rice dinner plate,1880,1257,landscape,92,unique,https://www.pexels.com/photo/a-set-of-fried-rice-and-meat-with-vegetable-meal-in-a-black-plate-near-a-fork-and-knife-11299745/,original,food-card,Western-Food/chicken-rice-dinner-plate
